#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value
1016,pablo_barrios_20,Pablo Barrios,20,10,0,0,1,2,60,3,8,0,1,1,0,0.5,0.7,1.2,16,51,27,0.12,19.00,10.00,3.00,10.00,6.00,12.00,10.00,9.00,28.00,6.00,1.00,12.00,3.00,21.70,0.00,0.50,20.00,2.48,17.00,2.00,2.00,5000000.00
1030,martin_braithwaite_32,Martin Braithwaite,32,15,0,1,1,4,59,3,27.3,10,2,12,10,9.2,1.4,10.6,32,54,126,0.44,12.00,2.00,2.00,4.00,6.00,10.00,10.00,1.40,17.00,11.00,0.00,58.00,25.00,16.00,4.00,9.20,48.00,1.76,31.00,9.00,7.00,5000000.00
1070,samu_costa_22,Samu Costa,22,31,0,0,1,2,46,3,22.1,1,2,3,1,1.7,1,2.7,9,91,24,0.14,61.00,31.00,35.00,20.00,6.00,29.00,22.00,37.00,98.00,64.00,4.00,20.00,7.00,20.00,2.00,1.70,47.00,2.13,37.00,2.00,3.00,5000000.00
1074,jorge_cuenca_23,Jorge Cuenca,23,10,1,0,0,3,50,3,5.6,0,0,0,0,0.4,0.1,0.5,7,26,1,0,9.00,7.00,7.00,2.00,0.00,10.00,2.00,6.00,15.00,44.00,0.00,4.00,0.00,10.90,0.00,0.40,5.00,0.89,4.00,1.00,0.00,5000000.00
1083,djene_31,Djené,31,85,1,0,0,3,51,3,31.6,0,1,1,0,0.6,0.7,1.2,11,77,20,0.03,41.00,28.00,23.00,17.00,1.00,25.00,15.00,42.00,83.00,81.00,1.00,9.00,1.00,15.30,0.00,0.60,31.00,0.98,23.00,1.00,7.00,5000000.00
1088,domingos_duarte_28,Domingos Duarte,28,31,1,0,0,3,51,3,29.5,0,2,2,0,1.3,0.8,2.1,6,63,0,0.07,26.00,18.00,21.00,5.00,0.00,29.00,6.00,39.00,65.00,145.00,0.00,16.00,4.00,11.00,0.00,1.30,15.00,0.51,13.00,2.00,3.00,5000000.00
1161,eden_hazard_32,Eden Hazard,32,32,0,1,0,1,47,3,2.2,0,1,1,0,0.2,0.5,0.7,6,8,25,0.46,0.00,0.00,0.00,0.00,0.00,1.00,1.00,12.31,1.00,0.00,0.00,2.00,0.00,21.60,0.00,1.00,16.00,7.35,12.00,1.00,1.00,5000000.00
1170,yangel_herrera_25,Yangel Herrera,25,53,0,1,1,4,55,3,10.7,2,2,4,2,2.3,1,3.3,18,46,56,0.37,26.00,9.00,9.00,14.00,3.00,14.00,13.00,4.00,30.00,12.00,0.00,24.00,8.00,17.90,0.00,2.30,21.00,1.96,17.00,1.00,3.00,5000000.00
1175,isco_31,Isco,31,10,0,1,1,4,42,3,8.9,0,2,2,0,0.4,1.7,2.1,16,37,36,0.23,15.00,9.00,6.00,5.00,4.00,3.00,3.00,10.00,25.00,3.00,0.00,4.00,1.00,15.60,0.00,0.40,32.00,3.60,22.00,0.00,3.00,5000000.00
1190,jon_karrikaburu_20,Jon Karrikaburu,20,10,0,1,0,1,52,3,1,0,0,0,0,0.3,0.3,0.6,2,4,2,0,1.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,5.00,1.00,20.10,0.00,0.30,2.00,1.96,2.00,0.00,0.00,5000000.00
1268,monchu_23,Monchu,23,10,0,0,1,2,44,3,22.6,3,2,5,3,2.5,2,4.5,17,111,25,0.22,50.00,29.00,20.00,21.00,9.00,28.00,17.00,1.17,68.00,22.00,1.00,39.00,10.00,24.40,9.00,2.50,73.00,3.24,42.00,6.00,5.00,5000000.00
1303,cenk_ozkacar_22,Cenk Özkacar,22,57,1,0,0,3,53,3,15.2,0,0,0,0,0.8,0.2,1,23,61,2,0,27.00,20.00,17.00,10.00,0.00,14.00,12.00,1.11,39.00,47.00,4.00,11.00,2.00,12.80,0.00,0.80,18.00,1.19,15.00,3.00,0.00,5000000.00
1315,adria_pedrosa_25,Adrià Pedrosa,25,10,1,0,1,5,59,3,2.5,0,0,0,0,0.1,0.7,0.7,7,4,21,0,5.00,1.00,5.00,0.00,0.00,1.00,0.00,1.40,10.00,3.00,0.00,1.00,0.00,19.80,0.00,0.10,7.00,2.75,7.00,0.00,0.00,5000000.00
1317,carles_perez_25,Carles Pérez,25,10,0,1,1,4,45,3,23.8,3,5,8,3,2.8,2,4.8,93,66,185,0.34,39.00,23.00,12.00,17.00,10.00,29.00,26.00,6.00,45.00,9.00,0.00,54.00,20.00,21.80,0.00,2.80,68.00,2.85,45.00,6.00,9.00,5000000.00
1321,german_pezzella_32,Germán Pezzella,32,11,1,0,0,3,41,3,27.9,0,0,0,0,0.9,0.2,1.1,8,54,3,0,41.00,28.00,32.00,9.00,0.00,32.00,17.00,2.18,91.00,129.00,1.00,10.00,0.00,11.20,0.00,0.90,15.00,0.54,13.00,0.00,1.00,5000000.00
1326,gonzalo_plata_22,Gonzalo Plata,22,29,0,1,0,1,44,3,25.6,1,5,6,1,3.7,3.1,6.8,97,54,213,0.23,66.00,35.00,31.00,24.00,11.00,40.00,40.00,12.00,78.00,10.00,1.00,37.00,13.00,17.50,1.00,3.70,93.00,3.64,66.00,1.00,11.00,5000000.00
1350,sergi_roberto_31,Sergi Roberto,31,10,1,0,1,5,49,3,14.5,4,1,5,4,2.4,0.9,3.3,47,97,72,0.34,22.00,15.00,12.00,6.00,4.00,15.00,8.00,11.00,33.00,16.00,0.00,18.00,6.00,15.60,0.00,2.40,29.00,2.00,24.00,4.00,3.00,5000000.00
1360,aitor_ruibal_27,Aitor Ruibal,27,10,1,1,0,6,41,3,16.2,0,0,0,0,0.8,2.1,3,38,62,70,0,47.00,29.00,35.00,9.00,3.00,17.00,15.00,24.00,71.00,41.00,0.00,15.00,6.00,19.80,0.00,0.80,37.00,2.29,26.00,4.00,1.00,5000000.00
1364,youssouf_sabaly_30,Youssouf Sabaly,30,40,1,0,0,3,41,3,18.7,1,1,2,1,0.5,0.8,1.3,41,72,64,0.11,45.00,23.00,29.00,14.00,2.00,35.00,27.00,19.00,64.00,52.00,1.00,12.00,3.00,22.70,0.00,0.50,33.00,1.77,19.00,1.00,2.00,5000000.00
1388,denis_suarez_29,Denis Suárez,29,10,0,1,1,4,59,3,10.5,0,0,0,0,0.5,1.1,1.6,26,43,34,0,26.00,20.00,12.00,12.00,2.00,11.00,10.00,1.40,31.00,4.00,0.00,4.00,2.00,19.40,0.00,0.50,34.00,3.24,22.00,0.00,1.00,5000000.00
1408,oscar_valentin_29,Óscar Valentín,29,10,0,0,1,2,58,3,28.4,0,0,0,0,0.5,0.9,1.4,21,133,17,0,92.00,51.00,29.00,50.00,13.00,60.00,51.00,2.12,136.00,30.00,0.00,13.00,1.00,23.60,0.00,0.50,48.00,1.69,41.00,1.00,2.00,5000000.00
1420,nacho_vidal_28,Nacho Vidal,28,10,1,0,0,3,56,3,13.9,0,0,0,0,0.6,0.6,1.2,20,47,52,0,27.00,14.00,16.00,6.00,5.00,17.00,13.00,1.18,46.00,33.00,1.00,9.00,2.00,19.80,0.00,0.60,20.00,1.44,12.00,3.00,0.00,5000000.00
1429,axel_witsel_34,Axel Witsel,34,32,1,0,1,5,60,3,25.1,0,0,0,0,0.6,0.6,1.2,6,82,11,0,36.00,22.00,22.00,11.00,3.00,20.00,9.00,1.22,59.00,76.00,0.00,9.00,0.00,15.00,0.00,0.60,23.00,0.92,22.00,1.00,4.00,5000000.00
759,pasquale_mazzocchi_28,Pasquale Mazzocchi,28,42,1,0,0,3,39,2,21.8,2,3,5,2,1.3,2.6,3.9,70,60,102,0.23,32.00,18.00,21.00,5.00,6.00,10.00,8.00,10.00,42.00,37.00,2.00,18.00,6.00,21.00,1.00,1.30,63.00,2.90,43.00,0.00,9.00,4800000.00
26,stuart_armstrong_31,Stuart Armstrong,31,2,0,1,1,4,2,1,15.6,2,1,3,2,2.4,2.2,4.7,61,75,88,0.19,32.00,21.00,15.00,13.00,4.00,18.00,18.00,1.90,42.00,9.00,1.00,23.00,6.00,17.90,0.00,2.40,50.00,3.20,39.00,6.00,2.00,4500000.00
243,jamaal_lascelles_29,Jamaal Lascelles,29,3,1,0,0,3,11,1,2.4,0,0,0,0,0.1,0,0.1,0,3,0,0,1.00,0.00,1.00,0.00,0.00,3.00,1.00,0.00,1.00,17.00,0.00,2.00,0.00,9.70,0.00,0.10,1.00,0.41,0.00,1.00,0.00,4500000.00
476,oliver_abildgaard_27,Oliver Abildgaard,27,15,0,0,1,2,21,2,6.6,0,0,0,0,0.1,0.4,0.6,2,15,8,0,10.00,6.00,6.00,3.00,1.00,7.00,6.00,5.00,15.00,17.00,0.00,3.00,2.00,14.00,0.00,0.10,9.00,1.37,8.00,1.00,0.00,4500000.00
628,enzo_ebosse_24,Enzo Ebosse,24,48,1,0,0,3,34,2,10.3,0,0,0,0,0.1,0,0.1,11,51,20,0,15.00,9.00,11.00,4.00,0.00,27.00,21.00,11.00,26.00,29.00,0.00,3.00,0.00,26.40,0.00,0.10,8.00,0.78,7.00,0.00,0.00,4500000.00
744,youssef_maleh_25,Youssef Maleh,25,4,0,0,1,2,31,2,3.3,0,0,0,0,0.6,0.6,1.2,3,11,17,0,3.00,1.00,0.00,3.00,0.00,5.00,5.00,12.31,4.00,3.00,0.00,7.00,0.00,15.90,0.00,0.60,7.00,2.12,7.00,0.00,0.00,4500000.00
763,junior_messias_32,Junior Messias,32,12,1,1,0,6,24,2,16.6,5,2,7,5,2.3,0.8,3,45,54,137,0.42,24.00,18.00,9.00,9.00,6.00,20.00,16.00,7.00,31.00,28.00,0.00,32.00,11.00,18.70,1.00,2.30,46.00,2.76,29.00,5.00,7.00,4500000.00
858,ruan_24,Ruan,24,12,1,0,0,3,30,2,19,0,0,0,0,0.5,0,0.5,6,22,3,0,38.00,26.00,25.00,12.00,1.00,29.00,12.00,1.23,62.00,80.00,3.00,5.00,1.00,10.40,0.00,0.50,6.00,0.32,6.00,0.00,0.00,4500000.00
915,jeremy_toljan_29,Jeremy Toljan,29,24,1,0,0,3,30,2,29.7,0,1,1,0,0.5,2.4,3,56,142,99,0.03,36.00,23.00,17.00,14.00,5.00,31.00,17.00,1.17,54.00,60.00,1.00,5.00,0.00,18.10,0.00,0.50,42.00,1.41,41.00,0.00,3.00,4500000.00
928,matias_vecino_32,Matías Vecino,32,25,0,0,1,2,32,2,18.8,2,0,2,2,2.5,0.5,3,22,88,17,0.11,47.00,27.00,13.00,23.00,11.00,33.00,23.00,16.00,63.00,39.00,1.00,26.00,5.00,18.50,0.00,2.50,29.00,1.54,27.00,1.00,3.00,4500000.00
1319,kike_perez_26,Kike Pérez,26,10,0,0,1,2,44,3,25.6,1,2,3,1,2.3,2.2,4.5,54,134,82,0.12,67.00,33.00,30.00,32.00,5.00,26.00,19.00,1.19,87.00,28.00,0.00,46.00,10.00,22.60,1.00,2.30,77.00,3.00,60.00,5.00,3.00,4500000.00
1409,martin_valjent_27,Martin Valjent,27,36,1,0,0,3,54,3,29.5,0,0,0,0,0.3,0.4,0.7,15,57,3,0,35.00,27.00,22.00,12.00,1.00,39.00,18.00,29.00,64.00,137.00,0.00,6.00,2.00,21.10,0.00,0.30,6.00,0.20,5.00,0.00,2.00,4500000.00
28,pierre_emerick_aubameyang_34,Pierre-Emerick Aubameyang,34,18,0,1,0,1,14,1,6.2,1,0,1,1,1.5,0.4,1.9,9,3,29,0.16,1.00,0.00,1.00,0.00,0.00,2.00,2.00,1.10,3.00,4.00,2.00,16.00,7.00,13.70,0.00,1.50,8.00,1.30,6.00,2.00,0.00,4000000.00
299,kieffer_moore_31,Kieffer Moore,31,28,0,1,0,1,12,1,14.2,4,0,4,4,4.4,0.3,4.7,10,23,56,0.28,14.00,11.00,2.00,9.00,3.00,12.00,7.00,12.31,15.00,26.00,0.00,23.00,8.00,11.20,0.00,4.40,18.00,1.26,14.00,0.00,2.00,4000000.00
368,joe_rothwell_28,Joe Rothwell,28,3,0,0,1,2,12,1,11.3,0,1,1,0,0.2,1,1.2,12,33,12,0.09,20.00,13.00,7.00,12.00,1.00,14.00,11.00,9.00,29.00,7.00,0.00,3.00,2.00,24.10,1.00,0.20,24.00,2.12,16.00,1.00,2.00,4000000.00
395,ellis_simms_22,Ellis Simms,22,3,0,1,0,1,17,1,2.5,1,0,1,1,0.9,0.1,0.9,2,4,19,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,1.00,16.10,0.00,0.90,6.00,2.37,4.00,1.00,2.00,4000000.00
478,francesco_acerbi_35,Francesco Acerbi,35,42,1,0,0,3,23,2,26.9,0,2,2,0,1,1.1,2.1,39,100,32,0.07,33.00,19.00,22.00,7.00,4.00,25.00,7.00,41.00,74.00,85.00,2.00,18.00,2.00,15.90,0.00,1.00,37.00,1.37,34.00,2.00,1.00,4000000.00
480,michel_aebischer_26,Michel Aebischer,26,8,0,1,1,4,25,2,17.1,1,0,1,1,1.5,0.6,2.1,14,46,85,0.06,12.00,6.00,3.00,6.00,3.00,14.00,12.00,1.60,19.00,9.00,0.00,15.00,2.00,17.10,1.00,1.50,35.00,2.04,25.00,2.00,3.00,4000000.00
505,lameck_banda_22,Lameck Banda,22,34,0,1,1,4,35,2,18.2,2,1,3,2,3.1,1.3,4.5,86,28,160,0.17,30.00,20.00,13.00,14.00,3.00,24.00,22.00,1.70,38.00,5.00,0.00,36.00,12.00,19.00,0.00,3.10,42.00,2.31,20.00,3.00,3.00,4000000.00
535,federico_bonazzoli_26,Federico Bonazzoli,26,42,0,1,1,4,39,2,12.4,2,1,3,2,2.4,1.1,3.5,11,43,67,0.24,5.00,3.00,0.00,3.00,2.00,9.00,8.00,1.20,8.00,0.00,0.00,32.00,7.00,18.90,1.00,2.40,26.00,2.09,20.00,3.00,3.00,4000000.00
561,andrea_carboni_22,Andrea Carboni,22,42,1,0,0,3,33,2,1.9,0,0,0,0,0.1,0.1,0.2,4,9,2,0,3.00,2.00,2.00,0.00,1.00,3.00,1.00,3.00,6.00,2.00,1.00,1.00,1.00,10.80,0.00,0.10,3.00,1.62,3.00,0.00,0.00,4000000.00
579,andrea_colpani_24,Andrea Colpani,24,42,0,0,1,2,33,2,10.5,4,1,5,4,2.1,1.9,4.1,31,51,69,0.47,14.00,9.00,6.00,5.00,3.00,14.00,12.00,1.20,17.00,6.00,0.00,25.00,10.00,19.10,0.00,2.10,38.00,3.60,23.00,4.00,2.00,4000000.00
581,diego_coppola_19,Diego Coppola,19,42,1,0,0,3,21,2,13.1,0,0,0,0,0.3,0,0.3,9,42,8,0,25.00,17.00,15.00,10.00,0.00,20.00,14.00,14.00,39.00,38.00,0.00,3.00,0.00,11.80,0.00,0.30,9.00,0.69,6.00,0.00,0.00,4000000.00
587,juan_cuadrado_35,Juan Cuadrado,35,35,1,1,0,6,37,2,23.1,1,3,4,1,1.4,2.7,4.2,48,92,125,0.17,50.00,34.00,34.00,13.00,3.00,15.00,13.00,1.23,74.00,32.00,0.00,32.00,10.00,21.00,6.00,1.40,78.00,3.38,43.00,3.00,6.00,4000000.00
594,matteo_darmian_33,Matteo Darmian,33,42,1,0,0,3,23,2,22.5,1,2,3,1,1,1.9,2.9,22,88,96,0.13,56.00,30.00,29.00,15.00,12.00,33.00,28.00,1.20,77.00,36.00,0.00,7.00,1.00,20.50,0.00,1.00,39.00,1.73,33.00,0.00,4.00,4000000.00
599,koni_de_winter_21,Koni De Winter,21,32,1,0,0,3,29,2,11.4,0,0,0,0,0,0.2,0.2,2,22,0,0,14.00,9.00,11.00,3.00,0.00,14.00,2.00,6.00,20.00,65.00,0.00,0.00,0.00,,0.00,0.00,5.00,0.44,5.00,0.00,0.00,4000000.00
624,alfred_duncan_30,Alfred Duncan,30,14,0,0,1,2,31,2,12.3,1,0,1,1,0.5,0.6,1.1,18,70,30,0.08,18.00,10.00,0.00,17.00,1.00,9.00,9.00,1.70,26.00,6.00,0.00,9.00,2.00,24.10,0.00,0.50,39.00,3.17,32.00,2.00,5.00,4000000.00
626,edin_dzeko_37,Edin Džeko,37,23,0,1,0,1,23,2,19.2,9,3,12,9,9.7,3.2,13,32,67,150,0.62,3.00,2.00,0.00,3.00,0.00,15.00,14.00,1.20,6.00,25.00,0.00,73.00,24.00,14.40,0.00,9.70,61.00,3.16,47.00,12.00,11.00,4000000.00
650,roberto_gagliardini_29,Roberto Gagliardini,29,42,0,0,1,2,23,2,8.7,0,0,0,0,0.9,0.3,1.1,20,39,22,0,16.00,6.00,9.00,6.00,1.00,14.00,9.00,1.30,20.00,15.00,0.00,16.00,2.00,16.10,0.00,0.90,19.00,2.18,17.00,1.00,1.00,4000000.00
655,valentin_gendrey_23,Valentin Gendrey,23,5,1,0,0,3,35,2,34.5,0,2,2,0,0.6,2.9,3.5,47,112,107,0.06,88.00,57.00,54.00,25.00,9.00,45.00,41.00,37.00,125.00,89.00,0.00,10.00,0.00,22.00,0.00,0.60,49.00,1.42,37.00,0.00,4.00,4000000.00
659,olivier_giroud_36,Olivier Giroud,36,5,0,1,0,1,24,2,23.8,13,5,18,10,10.4,4,14.4,12,36,152,0.63,8.00,5.00,2.00,4.00,2.00,11.00,8.00,3.00,11.00,23.00,0.00,77.00,29.00,12.70,6.00,12.70,50.00,2.10,39.00,8.00,6.00,4000000.00
665,andrew_gravillon_25,Andrew Gravillon,25,72,1,0,0,3,28,2,3.5,0,0,0,0,0,0,0,1,9,0,0,3.00,3.00,0.00,3.00,0.00,4.00,2.00,9.00,12.00,16.00,0.00,1.00,0.00,26.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000000.00
677,thomas_henry_28,Thomas Henry,28,5,0,1,0,1,21,2,11.4,2,0,2,2,1.7,1.1,2.8,3,18,58,0.17,5.00,3.00,1.00,1.00,3.00,6.00,4.00,12.30,5.00,14.00,0.00,18.00,5.00,17.40,0.00,1.70,22.00,1.92,16.00,3.00,0.00,4000000.00
692,emirhan_ilkhan_19,Emirhan İlkhan,19,57,0,0,1,2,28,2,1,0,0,0,0,0,0.1,0.1,2,8,3,0,1.00,1.00,0.00,1.00,0.00,3.00,2.00,2.00,3.00,2.00,0.00,2.00,0.00,31.80,0.00,0.00,5.00,5.17,5.00,0.00,1.00,4000000.00
758,nemanja_matic_35,Nemanja Matić,35,47,0,0,1,2,22,2,20.6,2,2,4,2,1,2.6,3.6,50,134,17,0.19,47.00,27.00,24.00,19.00,4.00,27.00,20.00,25.00,72.00,21.00,1.00,11.00,4.00,16.30,0.00,1.00,52.00,2.53,46.00,2.00,7.00,4000000.00
794,david_okereke_26,David Okereke,26,17,0,1,1,4,26,2,25.2,7,0,7,6,5.2,1.1,6.3,56,70,144,0.24,12.00,8.00,4.00,5.00,3.00,23.00,20.00,10.00,22.00,12.00,0.00,60.00,20.00,17.20,0.00,5.90,73.00,2.90,42.00,7.00,6.00,4000000.00
801,remi_oudin_26,Remi Oudin,26,5,0,1,1,4,35,2,14.7,3,0,3,3,2,2.3,4.3,24,63,54,0.2,25.00,13.00,9.00,12.00,4.00,16.00,14.00,29.00,54.00,23.00,0.00,38.00,13.00,22.60,3.00,2.00,61.00,4.16,23.00,6.00,4.00,4000000.00
831,marin_pongracic_25,Marin Pongračić,25,30,1,0,0,3,35,2,8.8,0,0,0,0,0,0.1,0.1,3,19,1,0,16.00,14.00,8.00,7.00,1.00,4.00,1.00,1.15,32.00,31.00,0.00,1.00,0.00,16.50,0.00,0.00,6.00,0.68,4.00,0.00,0.00,4000000.00
839,nemanja_radonjic_27,Nemanja Radonjić,27,47,0,1,1,4,28,2,16.2,2,2,4,2,5,1.7,6.6,86,42,163,0.25,2.00,1.00,2.00,0.00,0.00,3.00,3.00,1.10,4.00,4.00,0.00,52.00,17.00,17.50,0.00,5.00,49.00,3.03,28.00,2.00,6.00,4000000.00
860,matteo_ruggeri_21,Matteo Ruggeri,21,42,1,0,1,5,38,2,9.2,0,1,1,0,0.6,0.9,1.5,22,55,65,0.11,17.00,12.00,5.00,9.00,3.00,14.00,11.00,12.00,29.00,16.00,0.00,10.00,1.00,16.70,0.00,0.60,17.00,1.85,17.00,0.00,1.00,4000000.00
896,matias_soule_20,Matìas Soulé,20,11,0,1,1,4,37,2,4.7,1,0,1,1,1.5,0.8,2.3,12,15,33,0.21,7.00,4.00,3.00,2.00,2.00,7.00,6.00,3.00,10.00,3.00,0.00,10.00,5.00,16.70,0.00,1.50,19.00,4.08,11.00,2.00,0.00,4000000.00
902,isaac_success_27,Isaac Success,27,17,0,1,0,1,34,2,20.2,1,6,7,1,3.3,4,7.3,37,53,200,0.35,8.00,4.00,2.00,5.00,1.00,13.00,11.00,4.00,12.00,18.00,0.00,35.00,5.00,16.30,0.00,3.30,81.00,4.02,57.00,3.00,10.00,4000000.00
923,samuel_umtiti_29,Samuel Umtiti,29,5,1,0,0,3,35,2,23.5,0,0,0,0,0.8,0.1,0.9,12,56,2,0,52.00,34.00,25.00,25.00,2.00,26.00,12.00,1.25,78.00,79.00,0.00,12.00,0.00,16.40,0.00,0.80,9.00,0.38,7.00,0.00,0.00,4000000.00
932,simone_verdi_31,Simone Verdi,31,42,0,1,1,4,21,2,12.2,5,0,5,4,1.8,2.1,3.9,34,46,57,0.33,15.00,10.00,7.00,5.00,3.00,8.00,7.00,12.30,15.00,2.00,0.00,29.00,10.00,20.90,6.00,2.60,47.00,3.87,25.00,2.00,0.00,4000000.00
941,mergim_vojvoda_28,Mërgim Vojvoda,28,82,1,0,0,3,28,2,19.1,0,5,5,0,1.5,3.7,5.3,30,125,81,0.26,22.00,12.00,15.00,6.00,1.00,14.00,12.00,10.00,32.00,31.00,1.00,23.00,6.00,17.30,0.00,1.50,62.00,3.24,46.00,4.00,9.00,4000000.00
960,alessio_zerbin_24,Alessio Zerbin,24,42,0,1,0,1,40,2,2.2,0,0,0,0,0.3,0,0.3,5,6,20,0,10.00,5.00,4.00,5.00,1.00,2.00,2.00,2.00,12.00,2.00,0.00,5.00,3.00,19.10,0.00,0.30,2.00,0.92,2.00,0.00,0.00,4000000.00
977,jordi_alba_34,Jordi Alba,34,10,1,0,0,3,49,3,15.8,2,3,5,2,0.8,6.2,7,42,141,157,0.32,25.00,18.00,13.00,11.00,1.00,12.00,7.00,11.00,36.00,23.00,0.00,13.00,4.00,23.30,0.00,0.80,59.00,3.74,52.00,1.00,6.00,4000000.00
980,omar_alderete_26,Omar Alderete,26,13,1,0,0,3,51,3,22.7,1,1,2,1,0.6,0.8,1.4,28,96,8,0.09,35.00,20.00,21.00,14.00,0.00,23.00,7.00,26.00,61.00,85.00,0.00,17.00,8.00,17.60,0.00,0.60,24.00,1.06,22.00,2.00,3.00,4000000.00
1011,ivan_balliu_31,Iván Balliu,31,27,1,0,0,3,58,3,35.9,0,0,0,0,0.3,2.8,3.1,75,131,147,0,52.00,29.00,26.00,20.00,6.00,26.00,23.00,25.00,77.00,72.00,1.00,6.00,1.00,17.40,0.00,0.30,66.00,1.84,51.00,1.00,0.00,4000000.00
1014,kike_barja_26,Kike Barja,26,10,0,1,1,4,56,3,14.6,1,6,7,1,1.2,3.9,5.1,61,35,185,0.48,15.00,9.00,6.00,5.00,4.00,7.00,7.00,4.00,19.00,3.00,0.00,17.00,6.00,15.30,0.00,1.20,49.00,3.36,36.00,0.00,8.00,4000000.00
1027,theo_bongonda_27,Theo Bongonda,27,45,0,1,1,4,48,3,21.5,4,3,7,3,4.4,3,7.4,74,39,105,0.28,28.00,20.00,11.00,14.00,3.00,21.00,19.00,6.00,34.00,14.00,0.00,42.00,14.00,21.10,2.00,5.20,45.00,2.09,27.00,4.00,5.00,4000000.00
1072,yan_couto_21,Yan Couto,21,12,1,0,1,5,55,3,12.9,1,2,3,1,0.5,2.4,2.9,56,55,89,0.23,25.00,18.00,11.00,11.00,3.00,7.00,5.00,5.00,30.00,10.00,0.00,8.00,1.00,20.20,0.00,0.50,45.00,3.50,35.00,1.00,4.00,4000000.00
1089,hugo_duro_23,Hugo Duro,23,10,0,1,0,1,53,3,15.4,1,1,2,1,3.6,1.1,4.7,9,19,67,0.13,15.00,12.00,2.00,6.00,7.00,11.00,10.00,1.10,17.00,7.00,1.00,32.00,9.00,11.90,0.00,4.40,22.00,1.43,17.00,0.00,2.00,4000000.00
1098,edu_exposito_27,Edu Expósito,27,10,0,0,1,2,59,3,12.9,2,2,4,2,0.9,2.4,3.3,19,72,59,0.31,34.00,20.00,16.00,15.00,3.00,7.00,7.00,1.11,46.00,20.00,0.00,19.00,7.00,24.70,2.00,0.90,45.00,3.49,30.00,3.00,9.00,4000000.00
1109,alex_fernandez_30,Álex Fernández,30,10,0,1,1,4,48,3,17.5,3,0,3,2,1.9,1.6,3.4,19,69,26,0.11,13.00,7.00,6.00,4.00,3.00,14.00,13.00,8.00,21.00,19.00,0.00,16.00,8.00,12.90,0.00,2.70,39.00,2.23,27.00,0.00,1.00,4000000.00
1151,nemanja_gudelj_31,Nemanja Gudelj,31,47,1,0,1,5,42,3,30.9,3,1,4,3,1.7,0.4,2.1,29,110,6,0.13,43.00,33.00,22.00,18.00,3.00,39.00,10.00,34.00,77.00,102.00,1.00,38.00,9.00,25.80,3.00,1.70,30.00,0.97,25.00,3.00,3.00,4000000.00
1187,tino_kadewere_27,Tino Kadewere,27,60,0,1,1,4,54,3,6,1,0,1,1,1.6,0.6,2.2,14,4,29,0.17,6.00,3.00,3.00,3.00,0.00,6.00,4.00,1.10,8.00,1.00,0.00,19.00,6.00,18.70,0.00,1.60,12.00,1.99,9.00,0.00,0.00,4000000.00
1208,florian_lejeune_32,Florian Lejeune,32,5,1,0,0,3,58,3,28.5,4,0,4,4,2.8,0.3,3.1,8,80,3,0.14,28.00,17.00,19.00,8.00,1.00,24.00,8.00,15.00,43.00,123.00,0.00,41.00,14.00,28.00,18.00,2.80,20.00,0.70,17.00,2.00,1.00,4000000.00
1249,gonzalo_melero_29,Gonzalo Melero,29,10,0,0,1,2,46,3,20.6,4,3,7,3,2.3,1.8,4,31,97,37,0.29,32.00,16.00,9.00,18.00,5.00,23.00,21.00,1.60,39.00,19.00,1.00,23.00,10.00,17.20,0.00,3.00,53.00,2.57,45.00,5.00,6.00,4000000.00
1258,luis_milla_28,Luis Milla,28,10,0,0,1,2,51,3,20.6,0,3,3,0,0.3,1.3,1.5,15,104,7,0.15,48.00,30.00,21.00,18.00,9.00,13.00,12.00,1.31,80.00,25.00,1.00,8.00,1.00,27.70,0.00,0.30,47.00,2.28,22.00,0.00,3.00,4000000.00
1277,ilaix_moriba_20,Ilaix Moriba,20,46,0,0,1,2,53,3,11.2,0,2,2,0,1.2,1,2.2,16,67,30,0.18,35.00,16.00,14.00,17.00,4.00,11.00,10.00,1.30,39.00,12.00,0.00,21.00,5.00,22.50,1.00,1.20,35.00,3.11,28.00,1.00,3.00,4000000.00
1278,manu_morlanes_24,Manu Morlanes,24,10,0,0,1,2,50,3,1.8,0,0,0,0,0,0,0,1,6,1,0,3.00,2.00,2.00,1.00,0.00,3.00,1.00,12.31,4.00,2.00,0.00,0.00,0.00,,0.00,0.00,2.00,1.14,2.00,0.00,0.00,4000000.00
1309,aitor_paredes_23,Aitor Paredes,23,10,1,0,0,3,43,3,9.5,0,0,0,0,0.5,0.4,0.9,4,33,8,0,7.00,6.00,4.00,2.00,1.00,11.00,4.00,14.00,21.00,26.00,0.00,8.00,3.00,12.60,0.00,0.50,5.00,0.52,3.00,2.00,0.00,4000000.00
